Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,11/13/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Eritrea,ERI,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.80530973,18.72862595,18.3111611,18.63854401,18.57373309,18.28892755,18.26280719,17.0824706,16.5124784,16.69150851,17.43859161,17.89359279,18.48979907,14.90670466,12.53811991,14.75954802,14.30600613,14.39689886,16.58026976,16.94263457,16.50072536,16.05274493,15.79701194,16.33181294,15.903166,15.862146,17.19289203,17.7235648,
Estonia,EST,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.85880324,31.34536423,31.53289677,31.39930724,30.05238499,29.28392673,28.67439838,29.07736322,29.55368368,29.30515996,27.66221733,28.87552666,28.99032481,28.71634145,32.58949143,29.95501761,28.19528584,28.62137085,28.6101306,29.32229515,30.22340454,30.1334703,29.65475567,29.3905147,29.90016214,29.52499096,30.01094101,29.75690383,
Ethiopia,ETH,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.96721177,9.346211665,7.245442943,8.149062305,9.44769629,11.78151479,12.26317192,13.74317149,15.46108478,15.65026667,,11.77992272,12.75484136,13.06429328,11.90404638,10.93646474,8.871432405,8.267382601,10.14310018,9.401886355,10.76183752,10.87647408,11.07044066,10.44028758,9.737452986,9.943344344,9.358219992,9.444828163,8.973363668,7.7882248,7.104626555,6.554603355,5.055721095,
Finland,FIN,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.78613685,24.85722402,25.25472217,25.28512376,24.29717293,26.65748083,24.14193655,24.46964697,24.07330526,23.80478464,23.66306994,23.47640503,23.32631286,22.95009394,21.06884845,20.74060688,22.14517318,22.22376975,22.61098957,22.53585117,22.40130567,22.6997306,22.54165912,22.706479,22.64548191,21.81710483,22.59718188,22.98878915,
Fiji,FJI,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.78686869,24.43927522,24.93791247,25.21863231,25.76259773,25.39247176,24.43391805,,,,,,,,24.57482261,24.12896825,25.66272392,21.7598166,25.15025613,24.82336379,24.36500664,25.35759579,25.06703227,25.39096834,24.83053131,25.65663559,25.69796404,27.22863353,26.23780484,25.10485261,22.14280742,19.01298949,,
France,FRA,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.76472186,21.27734842,21.26321864,20.92483445,21.30408373,20.43514576,20.54199714,19.80011702,19.03731359,20.04695957,19.76301103,18.94130945,18.56229653,18.09850531,16.89791791,18.75547853,17.89703401,18.24378927,18.84205898,18.70995202,18.69127633,18.65662189,19.12240852,18.67735283,17.73940725,17.24505486,16.88073464,17.36846233,
Faroe Islands,FRO,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.98610804,12.79067669,12.19189874,12.0296648,14.50492607,17.78853482,28.68896443,28.37381793,27.75054123,32.05898106,45.82094413,40.11577487,29.77609435,,,
Gabon,GAB,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.79216863,29.85773671,25.66528488,20.07516814,17.39206057,17.65452712,16.78200626,19.40734189,17.45160766,14.53700966,,
United Kingdom,GBR,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,31.28544979,29.4284551,33.34089337,34.41349269,34.06257242,33.1728729,31.33709745,30.94508739,33.49033513,33.96064441,35.97522506,34.74044972,34.67513676,35.00239999,33.95911881,32.60952047,32.30357007,31.54037337,32.60968079,33.01500387,32.4523558,30.594828,31.60752339,30.48124952,30.21781486,30.63388591,31.84653796,32.28935018,32.97236798,32.72241054,31.63007086,31.40271184,32.52169719,33.53882648,33.38385286,33.71549432,34.36935241,32.10345803,38.24549144,33.4666394,32.81630843,33.68396412,32.83143107,33.06904273,33.57380457,33.97815683,33.93066221,33.48918785,33.71477668,35.10355815,36.77422135,
Georgia,GEO,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.830104266,8.592477705,12.50521416,11.37372812,11.50351933,11.88628353,12.72016782,12.39136266,11.55871604,17.09027615,22.41736871,24.47951037,27.27818381,26.10655888,25.55320805,22.72563095,23.90168206,24.60873929,25.46262612,25.45394364,27.15063101,27.83027385,28.03072085,25.40573897,26.10002815,24.60161883,24.85508201,26.48915729,
Ghana,GHA,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.4688735,14.59751871,11.90056638,16.98254177,,,,,,,,18.1061131,18.00960665,19.76682001,23.71214601,23.68846921,13.30468877,15.66687186,15.69415348,15.41849067,16.69153747,19.37171319,19.33926835,14.22625903,14.21503189,14.5298039,14.15894343,14.52053126,15.06928929,14.69480555,13.75450736,14.92637312,15.55055069,
Gibraltar,GIB,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.61847263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gambia, The",GMB,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44402271,9.324909465,10.13566318,11.49822172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,GNB,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.62869158,,12.00361489,,,,
Equatorial Guinea,GNQ,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.88759507,36.8489171,34.50644593,33.37256245,26.64585267,28.30735635,27.94896431,25.01104102,24.20620204,26.36465746,16.81128585,17.39670201,19.79741795,18.58894212,14.34731794,15.32352436,26.84378556,
Greece,GRC,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.68565985,26.60412762,28.0772265,29.06375356,29.03159375,30.20660023,27.97879373,27.04441049,26.23684383,26.70716255,27.16390884,26.77893147,27.69552965,27.57506197,26.5422853,28.77915411,31.92886182,34.61661527,36.57627194,34.44729528,35.49492747,37.01155046,35.23844704,35.34574595,34.58625199,34.94757509,35.34372902,36.27812267,
Grenada,GRD,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.879434046,9.002094525,10.10359862,8.927990531,7.608091672,8.365778131,8.8450225,8.924963528,9.531703327,10.32384715,10.15445641,12.18588593,12.69521436,12.4418005,12.3171708,11.93600439,12.705932,12.8512588,12.05314372,11.04873578,11.25089521,11.58863152,11.65362877,11.67480802,12.27547791,11.66841342,11.97848556,11.88556605,11.77837622,11.71624993,11.11929426,12.71887202,12.9802895,
Guam,GUM,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hong Kong SAR, China",HKG,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.61343614,19.31019922,19.22019033,19.65998022,20.60710879,21.15664045,18.82809773,19.05692214,19.29689305,19.46310833,19.85027316,21.36565209,21.73376548,,,,,,,,
Croatia,HRV,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.51098279,33.32017438,36.7705814,35.93529882,31.61871576,29.88570374,29.46447752,28.78922342,28.58467236,27.07027479,27.42287926,26.18060168,27.47234075,27.04602499,24.65673474,24.35430094,24.50148786,25.10701944,26.01638443,27.74699739,28.15855867,28.55492505,28.76740581,27.98827833,29.30957514,28.79180154,29.5304033,24.86021051,
Haiti,HTI,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,HUN,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.70185401,28.74294207,25.73507905,24.92200947,25.58754225,25.94715181,25.02093034,24.27204442,23.95096898,24.04228714,23.50657222,23.97258966,25.32025805,27.42654444,27.66283686,26.65048286,24.83087407,26.96555334,26.86731702,27.01907489,27.09017414,27.20668892,27.5310544,26.47538553,26.72294912,27.11936449,25.70093816,28.31047718,
Indonesia,IDN,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.787844,15.1082541,14.45685851,15.39553988,15.46843732,15.00494556,14.61652911,12.96669934,12.47382327,12.17664757,12.99328466,12.34853846,10.53699207,11.81544296,13.42388424,
Isle of Man,IMN,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,,,9.422020804,10.65689349,11.05523791,10.80044207,11.37733587,11.5213248,10.82598223,11.14104685,11.48433424,11.17853385,11.58777224,12.5271459,13.05792945,13.06759116,12.84787028,13.54369186,12.42594274,12.88496024,12.8183817,11.47555585,11.89232782,12.16407659,12.23824527,11.96011988,10.99037005,11.7032891,11.70342888,11.04005086,11.59413471,11.85312184,12.08292197,12.33509425,13.31678983,14.43959578,12.7597308,11.42028859,13.18359654,11.49599601,12.59987278,12.60899341,11.55062064,12.41520954,12.85101699,12.7267619,13.18853295,,,,,
Ireland,IRL,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.36768717,28.74040173,28.58287488,29.36264281,35.10979435,35.18588815,34.37520231,33.4183849,33.19987826,32.94035744,30.769127,29.72730813,30.06116068,31.14665446,32.19437819,33.75573124,33.2246256,31.92276311,30.88443112,30.95448862,31.88747726,32.37619457,32.67103726,32.49958781,25.91190463,26.27715972,21.48056686,21.16454645,20.56044967,18.63504186,19.43541123,19.35757382,
"Iran, Islamic Rep.",IRN,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,24.78114779,26.26723968,45.66880971,46.09310798,39.49144437,38.54851246,31.60106919,27.94972166,21.17270153,23.90378753,25.3680106,21.94961388,20.0408274,18.74804248,12.60262538,12.93140615,12.12751742,14.06424414,17.41932689,15.58414362,17.0829286,20.66272751,22.15103148,22.75014679,22.83534826,21.50118821,17.32127954,22.4888293,21.62898407,21.95067774,23.99380791,24.0634079,24.69043346,30.92004884,29.9555044,28.46015168,26.43641505,25.37622816,,,,,,,,,,,,,,
Iraq,IRQ,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.16943642,30.59581162,27.58450699,34.56372568,39.0612218,38.60382951,,,,
Iceland,ISL,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.48042626,26.54880232,27.32035909,26.54675522,26.46848403,26.91120819,27.70626759,26.01603928,30.70557433,32.91105305,32.06737673,29.88329166,29.44586152,30.39889379,31.44027479,38.4619279,39.00205243,37.99500928,39.99393382,34.2839671,31.78486621,33.02689055,33.98331268,33.52559768,35.08754552,32.25040777,47.85536283,33.69076502,32.94257744,30.36663456,29.40408124,28.80612019,31.11055523,
Israel,ISR,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.75513662,31.0240098,30.39606446,29.22598653,29.13787893,29.40189657,30.06235921,29.98862918,27.88142477,25.52385575,26.25547295,26.22756761,25.65186543,26.25376732,26.55937328,26.69136806,26.34284306,27.71980966,26.07308236,25.38805843,25.020676,27.65628001,28.12152876,
Italy,ITA,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.2231135,26.60782713,27.95944148,26.61100028,26.8819414,25.42309468,25.26069351,24.75451189,24.44042891,23.87753655,23.56599365,24.97638287,25.33718825,25.14905971,25.50549977,25.47882136,25.3281899,26.62256803,26.9295706,26.7614908,26.56910451,26.95999285,26.48433185,26.12793831,26.61038038,26.81629708,27.16398272,27.04043282,
Jamaica,JAM,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.2176929,33.26833643,29.24751268,30.30205331,29.0205407,24.76697643,24.71991844,25.34063817,22.98550795,22.33558153,23.07057887,26.17666575,26.09765304,24.25398392,24.89995684,27.52963375,27.54932453,26.65866608,26.94820723,28.46541375,27.69075532,28.17941086,27.41556102,25.96512319,26.22866828,27.72016516,26.70180535,27.46533101,28.38654053,29.59188235,31.02650935,30.78795608,29.25379581,,,
Jordan,JOR,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.26348195,25.69878296,30.71432528,28.8072804,26.65572717,28.23254926,27.77160192,25.53423004,25.33619737,26.45570497,25.06209679,24.69459591,24.67412423,23.24415178,25.8013583,28.71403603,29.64179328,29.90693495,25.00039956,24.03757296,22.11731004,20.03086907,21.04579967,20.92863805,23.05305368,21.57187603,22.00876832,22.73848212,23.43431006,22.04608032,20.10489353,,23.51153095,
Japan,JPN,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,10.5216671,11.79201329,11.11989261,9.230042682,9.284319747,9.315322987,9.445439452,10.18655965,10.87372923,11.43233149,11.35118654,11.16139093,11.46642908,11.78159628,11.62882152,12.59078476,12.9636273,12.93397741,13.431749,14.74526112,13.08906754,13.02721241,11.6832294,11.66714435,11.54943563,11.44958636,10.90424669,10.64529525,11.31912524,10.84874953,9.981701831,9.772226809,10.1863446,11.19634805,11.65601149,11.3225611,10.1414904,9.407069647,9.772959342,10.3044956,10.6402981,11.41647956,12.37760957,12.45259811,12.09141814,12.62845953,12.89545786,12.64420764,13.36361693,14.2971207,15.25852401,
Kazakhstan,KAZ,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.31555735,16.79559246,13.97726951,13.35142982,22.70096504,20.80563781,23.44359474,21.92865128,19.96606881,18.88401032,13.06648067,13.03656638,15.48689558,15.31585192,14.93851668,11.84215599,12.33818235,,
Kenya,KEN,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.06002894,18.84138297,18.32119112,20.48065761,17.87396977,18.29542651,16.76503587,18.00584125,,
Kyrgyz Republic,KGZ,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.53856009,23.78428502,24.16071104,22.23125422,22.85482634,22.26380506,20.64104932,19.21329176,22.18819662,24.58317193,
Cambodia,KHM,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.29552598,9.391335099,9.819132447,9.660404236,9.795267403,11.18779972,12.51951968,10.84975297,11.47069427,11.55211329,12.63781184,13.74470323,16.57897293,16.57847147,17.36610756,18.55837505,19.91953384,22.79315983,19.94648292,18.1466895,,
Kiribati,KIR,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.48238774,50.67216466,62.33431829,70.61800545,87.07560053,107.6289631,79.86011025,83.60985097,95.33087787,103.0220359,88.21064248,74.63642266,66.00999244,
St. Kitts and Nevis,KNA,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.75826798,16.39740705,17.3394313,18.23939113,19.19491047,,,,,,22.35722324,21.60698408,23.55345597,25.10983288,23.73848301,22.6099223,22.66893357,23.29432966,25.85549311,25.65779164,24.15228313,28.79257409,28.9257116,34.40602654,34.58941144,34.30489456,28.13188592,26.29930199,,,28.45901474,,,
"Korea, Rep.",KOR,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.65220343,26.11512973,24.98844436,24.81399026,25.75718742,26.18468005,27.44892328,27.88016163,27.90250205,29.93376681,32.00416444,
Kuwait,KWT,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,41.53005464,43.26413565,71.43981305,,,73.77878523,71.40679596,53.26179284,89.34245991,90.72690055,68.76680356,68.13579047,67.83333465,58.82225261,91.18149791,,,,58.71269219,8.371142193,10.04033279,31.35416148,34.48509625,36.80104512,35.3692293,45.49947321,43.76146209,,,49.00934579,52.35547886,47.45149714,50.05509029,57.61405829,52.20991194,57.87493171,52.45357119,57.3645241,64.32459637,70.5995656,65.07093229,63.79149787,53.18143275,38.62120092,,,,,,,,
Lao PDR,LAO,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.85E-11,2.47E-11,13.52678442,14.15330536,14.50461025,14.49149028,15.22824564,15.63294906,16.09266436,15.8072954,14.69659063,14.62140398,14.32219609,13.96087431,11.22013478,12.82086491,13.91398853,
Lebanon,LBN,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.47713402,17.01549964,18.56473325,16.0311299,16.00932086,18.65232751,20.41486375,21.94495984,21.14406566,20.27019592,21.09046109,21.61723712,21.94521859,20.07475219,21.86023302,19.9441295,18.50552024,19.91764685,17.12476796,17.74008513,19.96837257,19.26917137,19.33814198,11.55744362,6.86804527,,
Liberia,LBR,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.360848836,7.54900143,10.69491763,11.65722746,,13.52167858,13.32977131,15.42768078,15.13359205,,,,,,,,,,
Libya,LBY,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,LCA,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.26658165,18.35358519,18.45559671,17.50060015,18.67768826,18.81506455,18.91590124,19.49862803,20.12577618,20.37090501,19.39428798,19.28219449,18.7798195,19.30592016,19.08572036,19.70954569,20.13054328,19.40785328,,,,,,
Liechtenstein,LIE,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.01875792,20.5258564,20.16774712,19.70174051,19.00207915,20.39034281,19.03914452,18.50883775,17.187368,17.71261787,16.79691103,16.63985596,16.43096685,15.1585652,14.89190235,15.47903564,16.22565233,15.77410492,14.85618324,14.46952646,12.32760997,12.47839462,11.68754925,11.44502277,10.92869548,12.57700432,13.1558458,12.73017413,12.50639695,11.88424312,8.743048536,8.272995835,8.224748317,
Lesotho,LSO,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,44.0177356,,35.69522278,36.55815453,34.06375996,40.4147346,,34.47329652,30.86689498,33.67272906,34.9669294,35.68466853,32.7042962,34.16701663,30.73302881,27.70595083,29.42045722,30.02755176,29.59057407,32.92513233,33.40202053,32.79595862,38.78515359,45.16200778,44.97124828,45.68442472,41.30615926,37.18986881,43.76632917,42.36948609,42.02857057,39.17851624,35.41539919,38.3283799,37.02353189,36.80424954,41.39969548,37.66494382,36.98622026,
Lithuania,LTU,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.48736196,22.96190698,29.25805944,27.65025402,26.65631309,25.78591815,21.96698825,22.90065154,22.57361503,21.66599734,22.44674111,22.54229993,22.34643088,22.70385116,19.68136613,18.76688072,18.13551596,18.51318115,18.69201711,19.87282522,20.07486645,19.96402816,19.17114453,19.04116218,22.24278562,22.08746217,23.28324142,23.22640915,
Luxembourg,LUX,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0134106,30.08791335,30.69636024,31.05037456,29.91225466,30.14237737,29.55876386,29.35879574,29.15212694,28.53603024,29.58448579,28.30589104,28.44036605,27.67783319,28.2996152,28.11299229,28.16322848,28.41528902,28.52917972,28.65312648,28.33167757,28.43670236,28.60808643,30.69331625,30.40197526,28.94581042,29.5419029,29.67274439,
Latvia,LVA,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.05383244,22.73280073,28.51308026,29.14861544,27.40405914,24.85750418,24.18894667,24.21830524,24.27434344,24.84383117,25.34484554,26.90243562,25.74855048,24.77718156,24.97708874,25.75692668,26.53752283,26.96563891,27.11234165,27.66315801,27.74666292,29.22605086,28.44315921,28.45627853,26.73203304,27.95703856,28.00443905,27.40306316,
"Macao SAR, China",MAC,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.82252422,18.26393609,17.51176297,20.07023281,17.76842334,19.98527714,19.93724755,22.98024172,23.60772318,24.3340348,24.3013427,28.84092014,32.18860221,32.7716848,36.42969256,39.67099382,38.74570784,38.10083572,36.93303291,31.4430691,29.56995475,30.62197936,30.96986529,31.13623919,24.32793875,21.9894818,20.18099717,
St. Martin (French part),MAF,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.05899943,20.52324049,22.80968461,23.82490404,21.97122887,21.40444364,,22.07922178,19.4929322,20.60644089,,,20.58292254,19.67030198,20.43523282,22.42029964,23.30067195,25.55080627,28.09151244,25.97079817,24.56075652,24.89902803,25.71607647,25.07189325,24.51516745,23.69111211,23.32855472,23.36759416,23.87821327,23.68344854,26.56491436,24.24609649,26.89603613,
Monaco,MCO,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.51075042,19.50070604,19.9896978,22.60464252,23.82535639,24.50252667,23.75782715,20.97259857,17.65300884,17.2857281,17.61269208,16.93124233,18.06148141,17.91690284,17.35263649,18.71609946,19.07902186,18.61950947,18.95509025,19.44888741,20.03420774,
